#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
"Un","CABPSV020000262.1",7396,9159,"-",,,"HEP_00192200","VWU49969.1",587,"phosphoenolpyruvate carboxykinase"
"Un","CABPSV020000262.1",10862,20860,"-",,,"HEP_00192300","VWU49970.1",3332,"AP2 domain transcription factor, putative, partial"
"Un","CABPSV020000263.1",2787,3613,"-",,,"HEP_00192400","VWU49971.1",82,"40S ribosomal protein S27"
"Un","CABPSV020000263.1",4930,11689,"-",,,"HEP_00192500","VWU49972.1",2252,"conserved protein, unknown function, partial"
"Un","CABPSV020000263.1",12331,20061,"-",,,"HEP_00192600","VWU49973.1",2509,"carbamoyl phosphate synthetase, putative"
"Un","CABPSV020000264.1",108,359,"-",,,"HEP_00192700","VWU49974.1",83,"apicoplast ribosomal protein L35 precursor, putative"
"Un","CABPSV020000264.1",886,1850,"-",,,"HEP_00192800","VWU49975.1",238,"peptide deformylase, putative"
"Un","CABPSV020000264.1",3260,5031,"-",,,"HEP_00192900","VWU49976.1",457,"P1 nuclease, putative"
"Un","CABPSV020000264.1",7210,9193,"-",,,"HEP_00193000","VWU49977.1",573,"apicoplast integral membrane protein, putative"
"Un","CABPSV020000264.1",12749,16359,"-",,,"HEP_00193100","VWU49978.1",1051,"conserved protein, unknown function, partial"
"Un","CABPSV020000264.1",16624,18438,"-",,,"HEP_00193200","VWU49979.1",538,"transporter, putative"
"Un","CABPSV020000264.1",19723,20566,"-",,,"HEP_00193300","VWU49980.1",115,"tRNA pseudouridine synthase, putative"
"Un","CABPSV020000265.1",132,4984,"-",,,"HEP_00193400","VWU49981.1",663,"conserved protein, unknown function, partial"
"Un","CABPSV020000265.1",6663,8568,"-",,,"HEP_00193500","VWU49982.1",523,"conserved membrane protein, unknown function"
"Un","CABPSV020000265.1",10125,11690,"-",,,"HEP_00193600","VWU49983.1",394,"cytochrome c1 precursor, putative"
"Un","CABPSV020000265.1",14932,16783,"-",,,"HEP_00193700","VWU49984.1",352,"glyceraldehyde-3-phosphate dehydrogenase"
"Un","CABPSV020000265.1",17648,19900,"-",,,"HEP_00193800","VWU49985.1",750,"conserved protein, unknown function"
"Un","CABPSV020000266.1",293,3622,"-",,,"HEP_00193900","VWU49986.1",1060,"exoribonuclease, putative"
"Un","CABPSV020000266.1",5031,7412,"-",,,"HEP_00194000","VWU49987.1",634,"conserved protein, unknown function"
"Un","CABPSV020000266.1",8599,17058,"-",,,"HEP_00194100","VWU49988.1",2819,"conserved protein, unknown function"
"Un","CABPSV020000267.1",2,9364,"-",,,"HEP_00194200","VWU49989.1",2886,"conserved protein, unknown function, partial"
"Un","CABPSV020000267.1",9487,15899,"-",,,"HEP_00194300","VWU49990.1",1741,"phospholipid-transporting ATPase, putative"
"Un","CABPSV020000267.1",16392,19257,"-",,,"HEP_00194400","VWU49991.1",954,"conserved protein, unknown function, partial"
"Un","CABPSV020000268.1",2,14564,"-",,,"HEP_00194500","VWU49992.1",4848,"HECT-domain (ubiquitin-transferase), putative, partial"
"Un","CABPSV020000268.1",15428,16099,"-",,,"HEP_00194600","VWU49993.1",223,"6-pyruvoyltetrahydropterin synthase, putative"
"Un","CABPSV020000268.1",17154,18695,"-",,,"HEP_00194700","VWU49994.1",311,"ribonuclease P protein subunit p29, putative"
"Un","CABPSV020000269.1",391,3902,"-",,,"HEP_00194800","VWU49995.1",1170,"conserved protein, unknown function, partial"
"Un","CABPSV020000269.1",4403,7195,"-",,,"HEP_00194900","VWU49996.1",652,"heat shock protein 70"
"Un","CABPSV020000269.1",9503,10696,"-",,,"HEP_00195000","VWU49997.1",397,"glideosome-associated protein 50, putative"
"Un","CABPSV020000269.1",10910,12216,"-",,,"HEP_00195100","VWU49998.1",434,"conserved protein, unknown function, partial"
"Un","CABPSV020000269.1",14306,16420,"-",,,"HEP_00195200","VWU49999.1",704,"conserved protein, unknown function"
"Un","CABPSV020000269.1",17628,20111,"-",,,"HEP_00195300","VWU50000.1",827,"pre-mRNA-splicing factor ATP-dependent RNA helicase PRP43, putative"
"Un","CABPSV020000027.1",1400,7821,"-",,,"HEP_00034400","VWU48420.1",1934,"structural maintenance of chromosomes protein 6, putative"
"Un","CABPSV020000027.1",8935,11187,"-",,,"HEP_00034500","VWU48421.1",750,"conserved protein, unknown function"
"Un","CABPSV020000027.1",16286,19483,"-",,,"HEP_00034600","VWU48422.1",1065,"tRNA-YW synthesizing protein, putative"
"Un","CABPSV020000027.1",23436,23717,"-",,,"HEP_00034700","VWU48423.1",93,"hypothetical protein HEP_00034700"
"Un","CABPSV020000027.1",25484,32253,"-",,,"HEP_00034800","VWU48424.1",2056,"conserved protein, unknown function"
"Un","CABPSV020000027.1",33392,33937,"-",,,"HEP_00034900","VWU48425.1",181,"iron-sulfur assembly protein, putative"
"Un","CABPSV020000027.1",36664,39395,"-",,,"HEP_00035000","VWU48426.1",782,"serine repeat antigen 8, putative"
"Un","CABPSV020000027.1",41076,43618,"-",,,"HEP_00035100","VWU48427.1",846,"conserved protein, unknown function, partial"
"Un","CABPSV020000270.1",4750,15225,"-",,,"HEP_00195400","VWU50001.1",3491,"osmiophilic body protein"
"Un","CABPSV020000270.1",16051,16572,"-",,,"HEP_00195500","VWU50002.1",173,"rRNA-processing protein, putative"
"Un","CABPSV020000270.1",17777,19279,"-",,,"HEP_00195600","VWU50003.1",500,"apicoplast dimethyladenosine synthase, putative"
"Un","CABPSV020000271.1",1404,3419,"-",,,"HEP_00195700","VWU50004.1",671,"conserved protein, unknown function"
"Un","CABPSV020000271.1",4722,13366,"-",,,"HEP_00195800","VWU50005.1",2880,"conserved protein, unknown function, partial"
"Un","CABPSV020000271.1",13473,14939,"-",,,"HEP_00195900","VWU50006.1",326,"conserved protein, unknown function, partial"
"Un","CABPSV020000271.1",15998,20323,"-",,,"HEP_00196000","VWU50007.1",1441,"conserved protein, unknown function"
"Un","CABPSV020000272.1",310,4282,"-",,,"HEP_00196100","VWU50008.1",691,"serine/threonine protein kinase, putative"
"Un","CABPSV020000272.1",7721,8668,"-",,,"HEP_00196200","VWU50009.1",315,"hypothetical protein HEP_00196200"
"Un","CABPSV020000272.1",9445,10812,"-",,,"HEP_00196300","VWU50010.1",455,"conserved protein, unknown function"
"Un","CABPSV020000272.1",12086,12936,"-",,,"HEP_00196400","VWU50011.1",204,"dynein light chain type 2, putative"
"Un","CABPSV020000272.1",14808,16185,"-",,,"HEP_00196500","VWU50012.1",276,"rhomboid protease ROM1, putative"
"Un","CABPSV020000272.1",17824,20168,"-",,,"HEP_00196600","VWU50013.1",252,"GTPase-activating protein, putative, partial"
"Un","CABPSV020000273.1",1551,2068,"-",,,"HEP_00196700","VWU50014.1",84,"hypothetical protein HEP_00196700"
"Un","CABPSV020000273.1",3158,12670,"-",,,"HEP_00196800","VWU50015.1",3091,"WD repeat-containing protein, putative"
"Un","CABPSV020000273.1",15538,16534,"-",,,"HEP_00196900","VWU50016.1",202,"60S ribosomal protein L13, putative"
"Un","CABPSV020000273.1",17144,18328,"-",,,"HEP_00197000","VWU50017.1",268,"conserved protein, unknown function"
"Un","CABPSV020000274.1",375,1065,"-",,,"HEP_00197100","VWU50018.1",162,"cyclase-associated protein, putative"
"Un","CABPSV020000274.1",2859,4583,"-",,,"HEP_00197200","VWU50019.1",574,"RAP protein, putative"
"Un","CABPSV020000274.1",5464,5874,"-",,,"HEP_00197300","VWU50020.1",136,"conserved protein, unknown function"
"Un","CABPSV020000274.1",10048,11889,"-",,,"HEP_00197400","VWU50021.1",613,"novel putative transporter 1"
"Un","CABPSV020000274.1",14086,16056,"-",,,"HEP_00197500","VWU50022.1",656,"transporter, putative"
"Un","CABPSV020000274.1",17226,20252,"-",,,"HEP_00197600","VWU50023.1",1008,"conserved protein, unknown function"
"Un","CABPSV020000275.1",1539,5120,"-",,,"HEP_00197700","VWU50024.1",449,"WD repeat-containing protein WRAP73, putative"
"Un","CABPSV020000275.1",6451,7633,"-",,,"HEP_00197800","VWU50025.1",261,"40S ribosomal protein S4, putative"
"Un","CABPSV020000275.1",10780,12300,"-",,,"HEP_00197900","VWU50026.1",506,"tRNA-splicing ligase RtcB, putative"
"Un","CABPSV020000275.1",15219,17669,"-",,,"HEP_00198000","VWU50027.1",266,"conserved protein, unknown function"
"Un","CABPSV020000275.1",19474,19869,"-",,,"HEP_00198100","VWU50028.1",131,"conserved membrane protein, unknown function"
"Un","CABPSV020000276.1",623,1336,"-",,,"HEP_00198200","VWU50029.1",76,"conserved protein, unknown function"
"Un","CABPSV020000276.1",2243,9119,"-",,,"HEP_00198300","VWU50030.1",1741,"conserved protein, unknown function"
"Un","CABPSV020000276.1",9784,13668,"-",,,"HEP_00198400","VWU50031.1",1294,"importin-7, putative"
"Un","CABPSV020000276.1",15756,17113,"-",,,"HEP_00198500","VWU50032.1",159,"ATP synthase subunit C, putative"
"Un","CABPSV020000276.1",17155,20294,"-",,,"HEP_00198600","VWU50033.1",1045,"importin-7, putative, partial"
"Un","CABPSV020000277.1",769,7153,"-",,,"HEP_00198700","VWU50034.1",1974,"exoribonuclease II, putative"
"Un","CABPSV020000277.1",8098,15129,"-",,,"HEP_00198800","VWU50035.1",2343,"hypothetical protein HEP_00198800"
"Un","CABPSV020000277.1",16989,20166,"-",,,"HEP_00198900","VWU50036.1",317,"autophagy-related protein 3, putative"
"Un","CABPSV020000278.1",1015,2712,"-",,,"HEP_00199000","VWU50037.1",565,"hypothetical protein HEP_00199000"
"Un","CABPSV020000278.1",6760,8895,"-",,,"HEP_00199100","VWU50038.1",711,"conserved protein, unknown function"
"Un","CABPSV020000278.1",11321,16500,"-",,,"HEP_00199200","VWU50039.1",1662,"probable protein, unknown function"
"Un","CABPSV020000278.1",17264,17479,"-",,,"HEP_00199300","VWU50040.1",71,"conserved protein, unknown function"
"Un","CABPSV020000278.1",18866,19486,"-",,,"HEP_00199400","VWU50041.1",206,"RNA-binding protein (U1 snRNP-like), putative"
"Un","CABPSV020000279.1",2,558,"-",,,"HEP_00199500","VWU50042.1",184,"enolase, putative, partial"
"Un","CABPSV020000279.1",2967,4625,"-",,,"HEP_00199600","VWU50043.1",552,"conserved protein, unknown function"
"Un","CABPSV020000279.1",5968,6645,"-",,,"HEP_00199700","VWU50044.1",225,"hypothetical protein HEP_00199700"
"Un","CABPSV020000279.1",9981,10589,"-",,,"HEP_00199800","VWU50045.1",202,"conserved protein, unknown function"
"Un","CABPSV020000279.1",11558,12538,"-",,,"HEP_00199900","VWU50046.1",326,"exosome complex component RRP4, putative"
"Un","CABPSV020000279.1",13794,14989,"-",,,"HEP_00200000","VWU50047.1",183,"MORN repeat protein, putative"
"Un","CABPSV020000279.1",16459,19584,"-",,,"HEP_00200100","VWU50048.1",736,"conserved protein, unknown function"
"Un","CABPSV020000028.1",3897,4928,"-",,,"HEP_00035200","VWU48428.1",343,"triose phosphate transporter"
"Un","CABPSV020000028.1",6782,8784,"-",,,"HEP_00035300","VWU48429.1",396,"transcription factor IIb, putative"
"Un","CABPSV020000028.1",9335,12439,"-",,,"HEP_00035400","VWU48430.1",1000,"conserved protein, unknown function"
"Un","CABPSV020000028.1",13213,17857,"-",,,"HEP_00035500","VWU48431.1",1547,"pre-mRNA-processing ATP-dependent RNA helicase PRP5, putative, partial"
"Un","CABPSV020000028.1",19749,20696,"-",,,"HEP_00035600","VWU48432.1",315,"single-stranded DNA-binding protein"
"Un","CABPSV020000028.1",21381,29552,"-",,,"HEP_00035700","VWU48433.1",2723,"guanidine nucleotide exchange factor"
"Un","CABPSV020000028.1",30367,31686,"-",,,"HEP_00035800","VWU48434.1",439,"6-cysteine protein"
"Un","CABPSV020000028.1",34583,36613,"-",,,"HEP_00035900","VWU48435.1",677,"SET domain protein, putative, partial"
"Un","CABPSV020000028.1",37105,41910,"-",,,"HEP_00036000","VWU48436.1",1581,"conserved protein, unknown function"
"Un","CABPSV020000028.1",43787,44229,"-",,,"HEP_00036050","VWU48437.1",58,"conserved protein, unknown function, partial"
"Un","CABPSV020000280.1",2487,9369,"-",,,"HEP_00200200","VWU50049.1",2036,"protein kinase, putative"
"Un","CABPSV020000280.1",9851,11217,"-",,,"HEP_00200300","VWU50050.1",286,"conserved protein, unknown function"
"Un","CABPSV020000280.1",12769,13037,"-",,,"HEP_00200400","VWU50051.1",55,"mitochondrial import inner membrane translocase subunit TIM14, putative"
"Un","CABPSV020000280.1",15114,17897,"-",,,"HEP_00200500","VWU50052.1",786,"conserved protein, unknown function"
"Un","CABPSV020000280.1",18499,19488,"-",,,"HEP_00200600","VWU50053.1",148,"mago nashi protein homologue, putative"
"Un","CABPSV020000281.1",1338,2387,"-",,,"HEP_00200700","VWU50054.1",349,"replication factor C subunit 5, putative"
"Un","CABPSV020000281.1",3092,5437,"-",,,"HEP_00200800","VWU50055.1",781,"tRNA m5C-methyltransferase, putative"
"Un","CABPSV020000281.1",6764,8431,"-",,,"HEP_00200900","VWU50056.1",555,"ES2 protein, putative"
"Un","CABPSV020000281.1",9141,10809,"-",,,"HEP_00200950","VWU50057.1",204,"conserved protein, unknown function"
"Un","CABPSV020000281.1",10923,12615,"-",,,"HEP_00201000","VWU50058.1",377,"actin-like protein, putative"
"Un","CABPSV020000281.1",14367,15259,"-",,,"HEP_00201100","VWU50059.1",178,"mitochondrial ribosomal protein L11 precursor, putative"
"Un","CABPSV020000281.1",15698,19134,"-",,,"HEP_00201200","VWU50060.1",1097,"vacuolar protein sorting-associated protein 35, putative"
"Un","CABPSV020000282.1",2,2712,"-",,,"HEP_00201300","VWU50061.1",903,"conserved protein, unknown function, partial"
"Un","CABPSV020000282.1",5924,7971,"-",,,"HEP_00201400","VWU50062.1",597,"DNA-directed RNA polymerase subunit alpha, putative"
"Un","CABPSV020000282.1",9522,9806,"-",,,"HEP_00201500","VWU50063.1",94,"conserved protein, unknown function"
"Un","CABPSV020000282.1",10907,12155,"-",,,"HEP_00201600","VWU50064.1",339,"conserved protein, unknown function"
"Un","CABPSV020000282.1",12721,14787,"-",,,"HEP_00201700","VWU50065.1",688,"DEAD box helicase, putative"
"Un","CABPSV020000282.1",15718,16866,"-",,,"HEP_00201800","VWU50066.1",382,"DnaJ protein, putative"
"Un","CABPSV020000282.1",17655,20139,"-",,,"HEP_00201900","VWU50067.1",823,"U3 small nucleolar RNA-associated protein 6, putative, partial"
"Un","CABPSV020000283.1",19,1691,"-",,,"HEP_00202000","VWU50068.1",558,"protein phosphatase PPM8, putative, partial"
"Un","CABPSV020000283.1",3715,7726,"-",,,"HEP_00202100","VWU50069.1",1141,"Regulator of chromosome condensation (RCC1) repeat, putative"
"Un","CABPSV020000283.1",9087,10412,"-",,,"HEP_00202200","VWU50070.1",441,"conserved membrane protein, unknown function"
"Un","CABPSV020000283.1",12435,13142,"-",,,"HEP_00202300","VWU50071.1",235,"conserved protein, unknown function"
"Un","CABPSV020000283.1",13938,16221,"-",,,"HEP_00202400","VWU50072.1",344,"conserved protein, unknown function"
"Un","CABPSV020000283.1",17447,19784,"-",,,"HEP_00202500","VWU50073.1",422,"conserved protein, unknown function, partial"
"Un","CABPSV020000284.1",2,1549,"-",,,"HEP_00202600","VWU50074.1",516,"hypothetical protein HEP_00202600, partial"
"Un","CABPSV020000284.1",3617,4021,"-",,,"HEP_00202700","VWU50075.1",134,"conserved protein, unknown function"
"Un","CABPSV020000284.1",6073,7439,"-",,,"HEP_00202800","VWU50076.1",336,"oxidoreductase, putative"
"Un","CABPSV020000284.1",9931,11229,"-",,,"HEP_00202900","VWU50077.1",432,"phosphoribosylpyrophosphate synthetase"
"Un","CABPSV020000284.1",13031,13264,"-",,,"HEP_00203000","VWU50078.1",77,"U6 snRNA-associated Sm-like protein LSm6, putative"
"Un","CABPSV020000284.1",14629,15579,"-",,,"HEP_00203100","VWU50079.1",316,"L-lactate dehydrogenase, putative"
"Un","CABPSV020000284.1",18683,19828,"-",,,"HEP_00203200","VWU50080.1",382,"dihydrofolate synthase/folylpolyglutamate synthase, putative, partial"
"Un","CABPSV020000285.1",246,2654,"-",,,"HEP_00203300","VWU50081.1",802,"conserved protein, unknown function"
"Un","CABPSV020000285.1",4193,9931,"-",,,"HEP_00203400","VWU50082.1",1788,"conserved protein, unknown function"
"Un","CABPSV020000285.1",10790,12286,"-",,,"HEP_00203500","VWU50083.1",456,"conserved protein, unknown function"
"Un","CABPSV020000285.1",14149,16237,"-",,,"HEP_00203600","VWU50084.1",506,"conserved protein, unknown function"
"Un","CABPSV020000286.1",983,2672,"-",,,"HEP_00203700","VWU50085.1",283,"60S ribosomal protein L7-3, putative"
"Un","CABPSV020000286.1",4496,6338,"-",,,"HEP_00203800","VWU50086.1",294,"60S ribosomal protein L5, putative"
"Un","CABPSV020000286.1",8117,10428,"-",,,"HEP_00204000","VWU50087.1",284,"calcium-dependent protein kinase, putative"
"Un","CABPSV020000286.1",12039,17572,"-",,,"HEP_00204100","VWU50088.1",1843,"conserved protein, unknown function, partial"
"Un","CABPSV020000287.1",1503,3530,"-",,,"HEP_00204200","VWU50089.1",675,"U4/U6.U5 tri-snRNP-associated protein 2, putative"
"Un","CABPSV020000287.1",4688,6547,"-",,,"HEP_00204300","VWU50090.1",268,"protein transport protein SEC20, putative"
"Un","CABPSV020000287.1",7102,8713,"-",,,"HEP_00204400","VWU50091.1",263,"conserved protein, unknown function"
"Un","CABPSV020000287.1",9983,12316,"-",,,"HEP_00204500","VWU50092.1",777,"conserved protein, unknown function"
"Un","CABPSV020000287.1",12998,15304,"-",,,"HEP_00204600","VWU50093.1",632,"conserved protein, unknown function, partial"
"Un","CABPSV020000287.1",16780,19975,"-",,,"HEP_00204700","VWU50094.1",1064,"choline-phosphate cytidylyltransferase, partial"
"Un","CABPSV020000288.1",4522,8634,"-",,,"HEP_00204800","VWU50095.1",1370,"nucleoporin NUP138, putative"
"Un","CABPSV020000288.1",9867,14337,"-",,,"HEP_00204900","VWU50096.1",612,"conserved protein, unknown function"
"Un","CABPSV020000288.1",17392,19537,"-",,,"HEP_00205000","VWU50097.1",453,"alpha tubulin, putative"
"Un","CABPSV020000289.1",1274,5890,"-",,,"HEP_00205100","VWU50098.1",1538,"conserved protein, unknown function"
"Un","CABPSV020000289.1",8466,10369,"-",,,"HEP_00205200","VWU50099.1",544,"T-complex protein 1 subunit alpha"
"Un","CABPSV020000289.1",13451,14272,"-",,,"HEP_00205300","VWU50100.1",273,"nucleic acid binding protein, putative"
"Un","CABPSV020000289.1",15596,19955,"-",,,"HEP_00205400","VWU50101.1",1430,"conserved membrane protein, unknown function, partial"
"Un","CABPSV020000029.1",58,2702,"-",,,"HEP_00036100","VWU48438.1",882,"conserved protein, unknown function, partial"
"Un","CABPSV020000029.1",6188,10015,"-",,,"HEP_00036200","VWU48439.1",1275,"conserved protein, unknown function"
"Un","CABPSV020000029.1",10307,14449,"-",,,"HEP_00036300","VWU48440.1",1380,"conserved protein, unknown function"
"Un","CABPSV020000029.1",15898,20730,"-",,,"HEP_00036400","VWU48441.1",588,"lipase maturation factor, putative"
"Un","CABPSV020000029.1",22081,23935,"-",,,"HEP_00036500","VWU48442.1",267,"Fe-S cluster assembly protein DRE2, putative"
"Un","CABPSV020000029.1",25441,26927,"-",,,"HEP_00036600","VWU48443.1",415,"conserved protein, unknown function"
"Un","CABPSV020000029.1",28839,30785,"-",,,"HEP_00036700","VWU48444.1",648,"nucleoside transporter 2"
"Un","CABPSV020000029.1",32379,35051,"-",,,"HEP_00036800","VWU48445.1",890,"GTP-binding protein, putative"
"Un","CABPSV020000029.1",35617,39460,"-",,,"HEP_00036900","VWU48446.1",1140,"conserved protein, unknown function"
"Un","CABPSV020000029.1",41250,42542,"-",,,"HEP_00037000","VWU48447.1",430,"exonuclease, putative"
"Un","CABPSV020000290.1",4,1760,"-",,,"HEP_00205500","VWU50102.1",584,"rhoptry associated membrane antigen, putative, partial"
"Un","CABPSV020000290.1",4943,6880,"-",,,"HEP_00205600","VWU50103.1",645,"AAA family ATPase, putative"
"Un","CABPSV020000290.1",10102,14808,"-",,,"HEP_00205700","VWU50104.1",1568,"conserved protein, unknown function"
"Un","CABPSV020000290.1",16189,16995,"-",,,"HEP_00205800","VWU50105.1",268,"conserved protein, unknown function"
"Un","CABPSV020000291.1",11,5960,"-",,,"HEP_00206000","VWU50106.1",1921,"HECT-like E3 ubiquitin ligase, putative, partial"
"Un","CABPSV020000291.1",9475,11469,"-",,,"HEP_00206100","VWU50107.1",664,"alpha/beta hydrolase, putative"
"Un","CABPSV020000291.1",13918,15219,"-",,,"HEP_00206200","VWU50108.1",433,"SPRY domain, putative"
